Berfirmanlah TUHAN kepada Musa:	Dhabuna PANGERAN ka Mosa,
Kemudian haruslah kauambil domba jantan yang satu, lalu haruslah Harun dan anak-anaknya meletakkan tangannya ke atas kepala domba jantan itu.	Saellana jareya dumba se lalake’ gella’ kala’ settong. Harun ban na’-ana’na kodu nompangngagi tanangnga e attassa cethagga keban jareya.
Haruslah kausembelih domba jantan itu dan kauambillah darahnya dan kausiramkan pada mezbah sekelilingnya.	Saellana jareya keban jareya laju sambelli, kala’ dharana pas serammagi ka mezba, iya areya ka bagiyan gir-penggirra se pa’-empa’.
Haruslah kaupotong-potong domba jantan itu menurut bagian-bagian tertentu, kaubasuhlah isi perutnya dan betis-betisnya dan kautaruh itu di atas potongan-potongannya dan di atas kepalanya.	Dumba lake’ jareya kodu ethok-ketthok. Essena tabu’na ban pokangnga kodu bacco, pas saba’ e attassa cethagga sarta e attassa thok-ketthoganna badanna se laen.
Kemudian haruslah kaubakar seluruh domba jantan itu di atas mezbah; itulah korban bakaran, suatu persembahan yang harum bagi TUHAN, yakni suatu korban api-apian bagi TUHAN.	Dumba lake’ jareya kabbi atorragi e mezba menangka kurban obbaran. Sengko’ senneng ngedhing bauna kurban jareya.
Kemudian haruslah kauambil domba jantan yang lain, lalu haruslah Harun dan anak-anaknya meletakkan tangannya ke atas kepala domba jantan itu.	Kala’ dumba lake’ settonganna, iya areya dumba lake’ se eangguya pantahbisan. Harun ban na’-ana’na soro nompangngagi tanangnga e attassa cethagga keban jareya.
Haruslah kausembelih domba jantan itu, kauambillah sedikit dari darahnya dan kaububuh pada cuping telinga kanan Harun dan pada cuping telinga kanan anak-anaknya, pada ibu jari tangan kanan dan pada ibu jari kaki kanan mereka, dan darah selebihnya kausiramkanlah pada mezbah sekelilingnya.	Dumba lake’ jareya pas sambelli, dharana kala’ sakone’, buliddagi ka kopeng kanganna Harun ban na’-ana’na, ka pol-empolanna tanang kanganna ban ka pol-empolanna soko kanganna. Karena dharana serammagi ka mezba, ka bagiyan penggirra se pa’-empa’.
Haruslah kauambil sedikit dari darah yang ada di atas mezbah dan dari minyak urapan itu dan kaupercikkanlah kepada Harun dan kepada pakaiannya, dan juga kepada anak-anaknya dan pada pakaian anak-anaknya; maka ia akan kudus, ia dan pakaiannya, dan juga anak-anaknya dan pakaian anak-anaknya.	Kala’ sakone’ dhara se badha e attassa mezba ban mennya’ opacarana sakone’, laju ketessagi ka Harun ban ka na’-ana’na ban ka kalambina. Kalaban cara se kantha jareya Harun ban na’-ana’na ban kalambina la emalolowagi kaangguy Sengko’.
Dari domba jantan itu haruslah kauambil lemaknya, ekornya yang berlemak, lemak yang menutupi isi perutnya, umbai hatinya, kedua buah pinggangnya, lemak yang melekat padanya, paha kanannya--sebab itulah domba jantan persembahan pentahbisan--	Kala’ gajina dumba lake’ jareya, bunto’na se badha gajina, lapesanna gaji e essena tabu’na, bagiyanna atena se paleng bagus, bingselanna se dhadhuwa’ ban gajina, sarta pokang kanganna.
kauambillah juga satu keping roti, satu roti bundar yang berminyak dan satu roti tipis dari dalam bakul berisi roti yang tidak beragi, yang ada di hadapan TUHAN.	Dhari cetthengnga roti se la eatorragi ka Sengko’ kala’ roti se acem-macem, cem-samacemma kala’ settong: settong roti se ekagabay ban mennya’ jaitun, settong se ta’ ngangguy mennya’, settong jajan.
Haruslah kautaruh seluruhnya ke atas telapak tangan Harun dan ke atas telapak tangan anak-anaknya dan haruslah kaupersembahkan semuanya sebagai persembahan unjukan di hadapan TUHAN.	Kakanan jareya kabbi saba’ e tanangnga Harun ban e tanangnga na’-ana’na, pas soro atorragi ka Sengko’ menangka tor-ator kusus.
Kemudian haruslah kauambil semuanya dari tangan mereka dan kaubakar di atas mezbah, yaitu di atas korban bakaran, sebagai persembahan yang harum di hadapan TUHAN; itulah suatu korban api-apian bagi TUHAN.	Roti ban jajan jareya pas kala’ dhari Harun ban na’-ana’na laju obbar e attassa mezba, e attassa kurban obbaran gella’. Sengko’ senneng ngedhing bauna kurban jareya.
Selanjutnya haruslah kauambil dada dari domba jantan yang adalah bagi pentahbisan Harun dan kaupersembahkan sebagai persembahan unjukan di hadapan TUHAN, dan itulah bagian untukmu.	Kala’ dhadhana dumba lake’ jareya kagabay tor-ator se kusus ka Sengko’. Kurban jareya bagiyanna ba’na.
Demikianlah harus kaukuduskan dada persembahan unjukan dan paha persembahan khusus yang dipersembahkan dari domba jantan yang adalah bagi pentahbisan Harun dan anak-anaknya.	E dhalem opacara pantahbisanna imam, dhadha ban pokangnga dumba lake’ se eangguy e dhalem opacara jareya kodu egabay tor-ator se kusus sarta palaen kaangguy para imam.
Itulah yang menjadi bagian untuk Harun dan anak-anaknya menurut ketetapan yang berlaku untuk selama-lamanya bagi orang Israel, sebab inilah suatu persembahan khusus, maka haruslah itu menjadi persembahan khusus dari pihak orang Israel, yang diambil dari korban keselamatan mereka, dan menjadi persembahan khusus mereka bagi TUHAN.	Areya’ Tang potosan se ta’ olle oba: mon Tang ommat entar ngatorragi kurban pardhameyan, dhadha ban pokangnga keban se ekagabay kurban jareya bagiyanna para imam. Jareya tor-atorra Tang ommat ka Sengko’.
Pakaian kudus kepunyaan Harun itu haruslah turun kepada anak-anaknya yang kemudian, supaya mereka memakainya apabila mereka diurapi dan ditahbiskan.	Pangangguyya kabakteyan andhi’na Harun kodu esangkollagi ka na’-ana’na, me’ olle eangguy e bakto etahbissagi.
Tujuh hari lamanya haruslah pakaian itu dikenakan oleh imam penggantinya dari antara anak-anaknya, yang akan masuk ke dalam Kemah Pertemuan untuk menyelenggarakan kebaktian di tempat kudus.	Ana’na Harun se daddi imam agante eppa’na ban maso’ ka Tang Kemah parlo ngalakone kabakteyan e Rowangan Se Socce, kodu ngangguy pangangguy jareya pettong are abidda.
Domba jantan persembahan pentahbisan itu haruslah kauambil dan dagingnya kaumasak pada suatu tempat yang kudus.	Kala’ dagingnga dumba lake’ se eangguy e dhalem opacara pantahbisanna Harun ban na’-ana’na jareya, laju ola e settong kennengngan se socce.
Haruslah Harun dan anak-anaknya memakan daging domba jantan itu serta roti yang ada di dalam bakul di depan pintu Kemah Pertemuan.	Daging jareya ban re-karena roti se badha e cettheng kodu ekakan bi’ Harun ban na’-ana’na neng e labangnga Tang Kemah.
Haruslah mereka memakan semuanya itu yang dipakai untuk mengadakan pendamaian pada waktu mereka ditahbiskan dan dikuduskan, tetapi orang awam janganlah memakannya, sebab persembahan kudus semuanya itu.	Bariya keya kakanan se ekurbannagi e dhalem opacara palebbaranna dusa e bakto pantahbisan kodu ekakan bi’ reng-oreng jareya. Pera’ imam se olle ngakan kakanan se la ekusussagi kaangguy Sengko’ jareya.
Jika ada yang tinggal dari daging persembahan pentahbisan dan dari roti itu sampai pagi, haruslah kaubakar habis yang tinggal itu dengan api, janganlah dimakan, sebab persembahan kudus semuanya itu.	Mon kalagguwanna gi’ badha karena daging otaba roti jareya, karena buru kodu eobbar pasampe’ tadha’, ban ta’ olle kakan, sabab la esocceyagi kaangguy Sengko’ malolo.
Maka haruslah kauperbuat demikian kepada Harun dan kepada anak-anaknya, tepat seperti yang Kuperintahkan kepadamu; selama tujuh hari haruslah kautahbiskan mereka.	Opacara pantahbisanna Harun ban na’-ana’na kodu ejalannagi pettong are benteng, akantha se la eparenta’agi Sengko’ ka ba’na.
Tiap-tiap hari haruslah engkau mengolah seekor lembu jantan menjadi korban penghapus dosa untuk mengadakan pendamaian dan haruslah kausucikan mezbah itu, dengan mengadakan pendamaian baginya; haruslah engkau mengurapinya untuk menguduskannya.	Sabban are ba’na kodu ngatorragi kurban sape lake’ sopaja dusa esapora’a. Kurban jareya masocce mezba. Saellana jareya mezba buru kodu emennya’e mennya’ jaitun sopaja mezba jareya ekusussagi kaangguy Sengko’.
Tujuh hari lamanya haruslah engkau mengadakan pendamaian bagi mezbah itu; haruslah engkau menguduskannya, maka mezbah itu akan menjadi maha kudus; setiap orang yang kena kepada mezbah itu akan menjadi kudus."	Jalannagi jareya sabban are saabidda pettong are. Kalaban cara se kantha jareya mezba jareya daddi socce onggu; apa’a bai, se nyedding ka mezba jareya kodu epassra’agi ka Pangeran, ban sapa’a bai se nyedding mezba jareya bakal calaka’a polana kakowadanna kasocceyanna."
"Inilah yang harus kauolah di atas mezbah itu: dua anak domba berumur setahun, tetap tiap-tiap hari.	"Sabban are, salanjangnga, e mezba jareya kodu ekurbannagi dumba dhadhuwa’ se aomor sataon.
Domba yang satu haruslah kauolah pada waktu pagi dan domba yang lain kauolah pada waktu senja.	Se settong gabay tor-ator baja laggu, settonganna gabay tor-ator e baja malem.
Dan beserta domba yang satu kauolah sepersepuluh efa tepung yang terbaik dengan minyak tumbuk seperempat hin, dan korban curahan dari seperempat hin anggur.	Budhu’na dumba kaangguy tor-ator e baja laggu jareya kodu elambane teppong darigu se paleng bagus sakilo ecampor ban mennya’ jaitun se morne saliter. Pas campore aeng anggur saliter.
Domba yang lain haruslah kauolah pada waktu senja; sama seperti korban sajian dan korban curahannya pada waktu pagi harus engkau mengolahnya sebagai persembahan yang harum, suatu korban api-apian bagi TUHAN,	Budhu’na dumba se egabay tor-ator e baja malem kodu ekurbannagi kantha jareya keya, iya areya elambane teppong, mennya’ jaitun ban aeng anggur. Sengko’ senneng ngedhing bauna kurban obbaran jareya.
suatu korban bakaran yang tetap di antara kamu turun-temurun, di depan pintu Kemah Pertemuan di hadapan TUHAN. Sebab di sana Aku akan bertemu dengan kamu, untuk berfirman kepadamu.	Salanjangnga jaman, kurban obbaran jareya kodu eatorragi e adha’anna Sengko’ e labangnga Tang Kemah. E jadhiya Sengko’ atemmowa ban ba’na sarta acaca’a ka ba’na.
Di sanalah Aku akan bertemu dengan orang Israel, dan tempat itu akan dikuduskan oleh kemuliaan-Ku.	E jadhiya Sengko’ atemmowa ban bangsa Isra’il, ban cajana kahadiranna Sengko’ e jadhiya bakal masocceya kemah ban mezba jareya.
Aku akan menguduskan Kemah Pertemuan dan mezbah itu, lalu Harun dan anak-anaknya akan Kukuduskan supaya mereka memegang jabatan imam bagi-Ku.	Sengko’ masocceya kemah ban mezba jareya. Harun ban na’-ana’na bi’ Sengko’ epalaena dhari reng-oreng laenna me’ olle daddi imam se aladinana Sengko’.
Aku akan diam di tengah-tengah orang Israel dan Aku akan menjadi Allah mereka.	Sengko’ ennengnga apolong ban bangsa Isra’il, ban daddiya Allahna.
Maka mereka akan mengetahui, bahwa Akulah, TUHAN, Allah mereka, yang telah membawa mereka keluar dari tanah Mesir, supaya Aku diam di tengah-tengah mereka; Akulah TUHAN, Allah mereka."	Bangsa Isra’il bakal taowa ja’ Sengko’ reya PANGERAN, Allahna se ngeba aba’na kalowar dhari Messer, sopaja Sengko’ ngennenga apolong ban reng-oreng jareya. Sengko’ reya PANGERAN, Allahna reng-oreng jareya."
"Engkau harus menyuruh abangmu Harun bersama-sama dengan anak-anaknya datang kepadamu, dari tengah-tengah orang Israel, untuk memegang jabatan imam bagi-Ku--Harun dan anak-anak Harun, yakni Nadab, Abihu, Eleazar dan Itamar.	"Olok Harun kaka’na ba’na rowa ban na’-ana’na Nadab, Abihu, Eleyazar ban Itamar. Kabbi soro ja’ apolong ban reng-oreng Isra’il sopaja bisa’a daddi imam se aladinana Sengko’.
Haruslah engkau membuat pakaian kudus bagi Harun, abangmu, sebagai perhiasan kemuliaan.	Harun gabayyagi pangangguyya imam, me’ olle katon agung ban lebur abasanna.
Haruslah engkau mengatakan kepada semua orang yang ahli, yang telah Kupenuhi dengan roh keahlian, membuat pakaian Harun, untuk menguduskan dia, supaya dipegangnya jabatan imam bagi-Ku.	Olok sakabbinna kang-tokang jai’ se bi’ Sengko’ la eberri’i kaahliyan, balai soro agabay pangangguyya Harun sopaja Harun bisa’a daddi imam se malolo aladine Sengko’.
Inilah pakaian yang harus dibuat mereka: tutup dada, baju efod, gamis, kemeja yang ada raginya, serban dan ikat pinggang. Demikianlah mereka harus membuat pakaian kudus bagi Harun, abangmu, dan bagi anak-anaknya, supaya ia memegang jabatan imam bagi-Ku.	Balai keya kang-tokang jai’ jareya soro agabay totobba dhadha, efod, juba, kameja solaman, surban ban sabbu’. Reng-oreng jareya kodu agabayyagi pangangguy jareya kaangguy Harun ban na’-ana’ lalake’anna sopaja bisa’a daddi imam se aladinana Sengko’.
Untuk itu haruslah mereka mengambil emas, kain ungu tua dan kain ungu muda, kain kirmizi dan lenan halus.	Kalambi jareya kodu ekagabay dhari wol bungo, bungo terrong ban mera, bennang emmas ban linen se alos. Laen dhari jareya efod gella’ kodu erengga ban solaman.
Baju efod itu harus dibuat mereka dari emas, kain ungu tua dan kain ungu muda, kain kirmizi dan lenan halus yang dipintal benangnya: buatan seorang ahli.	Talena bau dhadhuwa’ se egabay panyekka’anna efod jareya kodu ejai’agi ka penggirra.
Sabuk pengikat yang ada pada baju efod itu haruslah sama buatannya dan seiras dengan baju efod itu, yakni dari emas, kain ungu tua, kain ungu muda, kain kirmizi dan lenan halus yang dipintal benangnya.	Efod jareya pobuwi sabbu’ tennonan alos dhari bahan se padha ban kalambina, jai’agi ka efod jareya sopaja daddiya settong bagiyan.
Haruslah kaubuat ikat emas	kodu kagabay keya rantay dhadhuwa’ dhari emmas morne se epente akantha tale, pasang ka ban-embanna mamatan se dhari emmas jareya."
Haruslah engkau membuat tutup dada pernyataan keputusan: buatan seorang ahli. Buatannya sama dengan baju efod, demikianlah harus engkau membuatnya, yakni dari emas, kain ungu tua, kain ungu muda, kain kirmizi dan lenan halus yang dipintal benangnya haruslah engkau membuatnya.	"Gabayyagi totobba dhadha kaangguy Imam Agung se kodu eangguy mon terro taowa apa se daddi kasokanna Allah. Se ekagabay totobba dhadha jareya ban solamanna kodu padha ban se ekagabay efod.
Haruslah itu empat persegi, lipat dua, sejengkal panjangnya dan sejengkal lebarnya.	Bangonna masagi empa’, eleppet dhuwa’, lanjang ban lebarra padha dhu lekor sentimeter.
Haruslah kautatah itu dengan permata tatahan, empat jajar permata: permata yaspis merah, krisolit, malakit, itulah jajar yang pertama;	Totobba dhadha jareya pobuwi mamatan pa’ baris. E baris se kapeng settong bato dalima, topas ban biduri sepah.
jajar yang kedua: permata batu darah, lazurit, yaspis hijau;	E baris se kapeng dhuwa’ jamerrut, mamatan bungo ban enten.
jajar yang ketiga: permata ambar, akik, kecubung,	E baris se kapeng tello’ lazuwardi, akek ban kacobung.
jajar yang keempat: permata pirus, krisopras dan nefrit. Dengan berikatkan emas, demikianlah permata-permata itu dalam tatahannya.	E baris se kapeng empa’ pirus, jakut ban ratna campaka. Mamatan se dhubellas macem jareya kodu etale’e bi’ tale emmas.
Sesuai dengan nama para anak Israel, permata itu haruslah dua belas banyaknya; dan pada tiap-tiap permata haruslah ada, diukirkan seperti meterai, nama salah satu suku dari yang dua belas itu.	Saneyap mamatan kodu eokere sala settonga nyamana ana’na Yakub se dhubellas menangka tandha parengeddanna ku-suku Isra’il.
Juga haruslah kaubuat untuk tutup dada itu untai berpilin, yang buatannya sebagai tali berjalin, dari emas murni.	Totobba dhadha jareya gabayyagi rantay dhadhuwa’ dhari emmas morne se epente akantha tale.
Juga haruslah kaubuat untuk tutup dada itu dua gelang emas dan kedua gelang itu harus kaupasang pada kedua ujung tutup dada.	Gabayyagi keya long-kolong emmas dhadhuwa’, pasang e konco’ se dhadhuwa’ e bagiyan attassa totobba dhadha jareya;
Haruslah kedua untai emas yang berjalin itu kaupasang pada kedua gelang itu, pada ujung tutup dada.	rantay emmassa se dhadhuwa’ maso’agi ka long-kolong jareya.
Kedua ujung lain dari kedua untai berjalin itu haruslah kaupasang pada kedua ikat emas itu, demikianlah kaupasang pada tutup bahu baju efod, di sebelah depannya.	Konco’ settonganna rantay se dhadhuwa’ jareya taleyagi ka ban-embanna mamatan se dhari emmas se dhadhuwa’ gella’, sopaja totobba dhadhana ekennenga sambung bi’ bagiyan adha’na talena bauna efod jareya.
Haruslah engkau membuat dua gelang emas dan membubuhnya pada kedua ujung tutup dada itu, pada pinggirnya yang sebelah dalam, yang berhadapan dengan baju efod.	Gabayyagi long-kolong emmas dhadhuwa’ aggi’, pas pasang ka totobba dhadha e konco’ babana bagiyan dhalemma se nyedding ka efod.
Juga haruslah engkau membuat dua gelang emas dan memasangnya pada kedua tutup bahu baju efod, di sebelah bawah pada bagian depan, dekat ke tempat persambungannya, di sebelah atas sabuk baju efod.	Saellana jareya pas agabay long-kolong emmas dhadhuwa’ aggi’, pasang e bagiyan adha’na talena bauna efod se dhadhuwa’ e bagiyan baba e seddi’anna sambunganna jai’an kelleman, e attasanna sabbu’ se dhari tennonan alos.
Kemudian haruslah tutup dada itu dengan gelangnya diikatkan kepada gelang baju efod dengan memakai tali ungu tua, sehingga tetap di atas sabuk baju efod, dan tutup dada itu tidak dapat bergeser dari baju efod.	Long-kolong totobba dhadhana kodu sambung ban tale bungo ka long-kolongnga efod sopaja totobba dhadha jareya pagguna badha e attassa sabbu’ ban ta’ locot.
Demikianlah di atas jantungnya harus dibawa Harun nama para anak Israel pada tutup dada pernyataan keputusan itu, apabila ia masuk ke dalam tempat kudus, supaya menjadi tanda peringatan yang tetap di hadapan TUHAN.	E bakto Harun maso’ ka Rowangan Se Socce kodu ngeba nyamana ku-suku Isra’il se eoker e totobba dhadhana sopaja Sengko’, PANGERAN, teptebba enga’ ka Tang ommat.
